"_time",Image,CommandLine,ParentImage
"2026-05-18T16:09:12.213+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:09:11.541+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:09:10.919+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:09:10.154+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:09:09.385+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:09:07.576+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:08:40.230+0400","C:\Windows\System32\svchost.exe","C:\Windows\system32\svchost.exe -k GPSvcGroup","C:\Windows\System32\services.exe"
"2026-05-18T16:08:12.292+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:08:11.538+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:08:10.898+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:08:10.146+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:08:09.382+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:08:07.577+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:07:12.274+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:07:11.517+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:07:10.884+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:07:10.130+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:07:09.381+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:07:07.564+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:07:01.647+0400","C:\Windows\System32\svchost.exe","C:\Windows\System32\svchost.exe -k CameraMonitor","C:\Windows\System32\services.exe"
"2026-05-18T16:06:12.284+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:06:11.517+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:06:10.837+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:06:10.126+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:06:09.386+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:06:07.552+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:05:12.119+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:05:11.509+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:05:10.889+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:05:10.131+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:05:09.369+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:05:07.546+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:04:22.338+0400","C:\Windows\System32\taskhostw.exe","taskhostw.exe","C:\Windows\System32\svchost.exe"
"2026-05-18T16:04:12.192+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:04:11.478+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:04:10.881+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:04:10.129+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:04:09.369+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:04:07.558+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:03:23.771+0400","C:\Windows\System32\net1.exe","C:\Windows\system32\net1 localgroup administrators hacker /add","C:\Windows\System32\net.exe"
"2026-05-18T16:03:23.181+0400","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.18.10301.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe","""C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.18.10301.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe"" -Embedding","C:\Windows\System32\svchost.exe"
"2026-05-18T16:03:23.022+0400","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.18.10301.0_x64__8wekyb3d8bbwe\OpenConsole.exe","""C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.18.10301.0_x64__8wekyb3d8bbwe\OpenConsole.exe"" -Embedding","C:\Windows\System32\svchost.exe"
"2026-05-18T16:03:22.954+0400","C:\Windows\System32\net.exe","net.exe localgroup administrators hacker /add","-"
"2026-05-18T16:03:12.136+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:03:11.470+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:03:10.881+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:03:10.121+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:03:09.358+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:03:07.555+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:02:57.832+0400","C:\Windows\System32\net1.exe","C:\Windows\system32\net1 user hacker Password123! /add","C:\Windows\System32\net.exe"
"2026-05-18T16:02:57.015+0400","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.18.10301.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe","""C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.18.10301.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe"" -Embedding","C:\Windows\System32\svchost.exe"
"2026-05-18T16:02:56.803+0400","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.18.10301.0_x64__8wekyb3d8bbwe\OpenConsole.exe","""C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.18.10301.0_x64__8wekyb3d8bbwe\OpenConsole.exe"" -Embedding","C:\Windows\System32\svchost.exe"
"2026-05-18T16:02:56.748+0400","C:\Windows\System32\net.exe","net.exe user hacker Password123! /add","-"
"2026-05-18T16:02:12.224+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:02:11.460+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:02:10.749+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:02:10.105+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:02:09.355+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:02:07.554+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:01:49.491+0400","C:\Windows\System32\net1.exe","C:\Windows\system32\net1  localgroup administratorsexit","C:\Windows\System32\net.exe"
"2026-05-18T16:01:49.464+0400","C:\Windows\System32\net.exe","net  localgroup administratorsexit","C:\Windows\System32\cmd.exe"
"2026-05-18T16:01:12.210+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:01:11.461+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:01:10.724+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:01:10.092+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:01:09.351+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:01:07.545+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:00:12.220+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:00:11.450+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:00:10.812+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:00:10.099+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:00:09.344+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T16:00:07.543+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:59:44.207+0400","C:\Windows\System32\taskhostw.exe","taskhostw.exe","C:\Windows\System32\svchost.exe"
"2026-05-18T15:59:22.367+0400","C:\Windows\System32\ipconfig.exe",ipconfig,"C:\Windows\System32\cmd.exe"
"2026-05-18T15:59:22.294+0400","C:\Windows\System32\net1.exe","C:\Windows\system32\net1  user","C:\Windows\System32\net.exe"
"2026-05-18T15:59:22.267+0400","C:\Windows\System32\net.exe","net  user","C:\Windows\System32\cmd.exe"
"2026-05-18T15:59:22.221+0400","C:\Windows\System32\whoami.exe",whoami,"C:\Windows\System32\cmd.exe"
"2026-05-18T15:59:12.198+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:59:11.439+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:59:10.689+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:59:10.091+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:59:09.341+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:59:07.609+0400","C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe","-"
"2026-05-18T15:59:07.532+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:58:12.178+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:58:11.421+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:58:10.754+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:58:10.074+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:58:09.338+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:58:07.527+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:57:13.492+0400","C:\Windows\UUS\amd64\MoUsoCoreWorker.exe","""C:\Windows\uus\AMD64\MoUsoCoreWorker.exe"" useprivatenamespaces","C:\Windows\System32\svchost.exe"
"2026-05-18T15:57:12.176+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:57:11.407+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:57:10.818+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:57:10.066+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:57:09.311+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:57:07.514+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:56:12.145+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:56:11.392+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:56:10.769+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:56:10.064+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:56:09.293+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:56:07.512+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:55:12.322+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:55:11.570+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:55:10.795+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:55:10.051+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:55:09.284+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:55:07.501+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:54:36.516+0400","C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe","""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /ua /installsource scheduler","C:\Windows\System32\svchost.exe"
"2026-05-18T15:54:17.848+0400","C:\Windows\System32\SearchProtocolHost.exe","""C:\Windows\System32\SearchProtocolHost.exe"" Global\UsGthrFltPipeMssGthrPipe_S-1-5-21-3888005362-1903664096-1092632201-10015_ Global\UsGthrCtrlFltPipeMssGthrPipe_S-1-5-21-3888005362-1903664096-1092632201-10015 1 -2147483646 ""Software\Microsoft\Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc"" ""DownLevelDaemon""  ""1""","-"
"2026-05-18T15:54:12.330+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T15:54:11.569+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
