"_time",Image,CommandLine,ParentImage
"2026-05-18T13:48:10.121+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T13:48:09.362+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-perfmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-perfmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T13:48:08.608+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T13:48:07.841+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T13:48:07.061+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T13:48:06.301+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-wmi.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-wmi.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T13:48:04.967+0400","C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\powershell2.cmd"" --scheme""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T13:48:04.790+0400","C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\powershell.cmd"" --scheme""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T13:48:04.455+0400","C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\perfmon.cmd"" --scheme""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T13:48:04.295+0400","C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\admon.cmd"" --scheme""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T13:48:04.091+0400","C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\WinRegMon.cmd"" --scheme""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T13:48:03.897+0400","C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\WinPrintMon.cmd"" --scheme""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T13:48:03.579+0400","C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\WinNetMon.cmd"" --scheme""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T13:48:03.404+0400","C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\WinHostMon.cmd"" --scheme""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T13:48:02.779+0400","C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\WinEventLog.cmd"" --scheme""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T13:48:02.611+0400","C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\MonitorNoHandle.cmd"" --scheme""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T13:48:02.198+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe""  _internal check-xml-files --answer-yes --no-prompt","C:\Windows\System32\cmd.exe"
"2026-05-18T13:48:02.183+0400","C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c ""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"" _internal check-xml-files --answer-yes --no-prompt 2>&1","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T13:48:01.964+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","""C:\Program Files\SplunkUniversalForwarder\bin\SplunkD.EXE"" btool server list general --no-log","C:\Program Files\SplunkUniversalForwarder\bin\btool.exe"
"2026-05-18T13:48:01.939+0400","C:\Program Files\SplunkUniversalForwarder\bin\btool.exe","btool  server list general --no-log","C:\Windows\System32\cmd.exe"
"2026-05-18T13:48:01.924+0400","C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c btool server list general --no-log","C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"
"2026-05-18T13:48:01.783+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","""C:\Program Files\SplunkUniversalForwarder\bin\SplunkD.EXE"" btool server list replication_port --no-log","C:\Program Files\SplunkUniversalForwarder\bin\btool.exe"
"2026-05-18T13:48:01.757+0400","C:\Program Files\SplunkUniversalForwarder\bin\btool.exe","btool  server list replication_port --no-log","C:\Windows\System32\cmd.exe"
"2026-05-18T13:48:01.733+0400","C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c btool server list replication_port --no-log","C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"
"2026-05-18T13:48:01.433+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunkd"" check-transforms-keys","C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"
"2026-05-18T13:48:01.171+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","""C:\Program Files\SplunkUniversalForwarder\bin\SplunkD.EXE"" btool validate-regex --log-warnings","C:\Program Files\SplunkUniversalForwarder\bin\btool.exe"
"2026-05-18T13:48:01.148+0400","C:\Program Files\SplunkUniversalForwarder\bin\btool.exe","""C:\Program Files\SplunkUniversalForwarder\bin\btool"" validate-regex --log-warnings","C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"
"2026-05-18T13:48:00.962+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","""C:\Program Files\SplunkUniversalForwarder\bin\SplunkD.EXE"" btool validate-strptime --log-warnings","C:\Program Files\SplunkUniversalForwarder\bin\btool.exe"
"2026-05-18T13:48:00.939+0400","C:\Program Files\SplunkUniversalForwarder\bin\btool.exe","""C:\Program Files\SplunkUniversalForwarder\bin\btool"" validate-strptime --log-warnings","C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"
"2026-05-18T13:48:00.629+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","""C:\Program Files\SplunkUniversalForwarder\bin\SplunkD.EXE"" btool check --no-log","C:\Program Files\SplunkUniversalForwarder\bin\btool.exe"
"2026-05-18T13:48:00.605+0400","C:\Program Files\SplunkUniversalForwarder\bin\btool.exe","""C:\Program Files\SplunkUniversalForwarder\bin\btool"" check --no-log","C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"
"2026-05-18T13:48:00.328+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","""C:\Program Files\SplunkUniversalForwarder\bin\SplunkD.EXE"" check-license","C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"
"2026-05-18T13:48:00.246+0400","C:\Program Files\SplunkUniversalForwarder\bin\openssl.exe","""C:\Program Files\SplunkUniversalForwarder\bin\openssl"" x509 -subject -issuer -dates -passin pass:password -noout -in ""C:\Program Files\SplunkUniversalForwarder\etc\auth\server_dp.pem""","C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"
"2026-05-18T13:48:00.174+0400","C:\Program Files\SplunkUniversalForwarder\bin\openssl.exe","""C:\Program Files\SplunkUniversalForwarder\bin\openssl"" rsa -in ""C:\Program Files\SplunkUniversalForwarder\etc\auth\server_dpkey.pem"" -out ""C:\Program Files\SplunkUniversalForwarder\etc\auth\server_dprsakey.pem"" -passin pass:password","C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"
"2026-05-18T13:48:00.090+0400","C:\Program Files\SplunkUniversalForwarder\bin\openssl.exe","""C:\Program Files\SplunkUniversalForwarder\bin\openssl"" x509 -req -in ""C:\Program Files\SplunkUniversalForwarder\etc\auth\server_dpreq.pem"" -sha256 -passin pass:password -extensions usr_cert -CA dp_ca.pem -CAkey dp_ca.pem -CAcreateserial -out ""C:\Program Files\SplunkUniversalForwarder\etc\auth\server_dpcert.pem"" -days 1095 -extensions san -extfile ""C:\Program Files\SplunkUniversalForwarder\share\openssl3\openssl.cnf.san""","C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"
"2026-05-18T13:48:00.002+0400","C:\Program Files\SplunkUniversalForwarder\bin\openssl.exe","""C:\Program Files\SplunkUniversalForwarder\bin\openssl"" req -new -key ""C:\Program Files\SplunkUniversalForwarder\etc\auth\server_dpkey.pem"" -passin pass:password -sha256 -batch -subj /commonName=localhost/organizationName=SplunkUser/ -out ""C:\Program Files\SplunkUniversalForwarder\etc\auth\server_dpreq.pem"" -config ""C:\Program Files\SplunkUniversalForwarder\share\openssl3\openssl.cnf""","C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"
"2026-05-18T13:47:59.620+0400","C:\Program Files\SplunkUniversalForwarder\bin\openssl.exe","""C:\Program Files\SplunkUniversalForwarder\bin\openssl"" genpkey -algorithm RSA -pkeyopt rsa_keygen_bits:2048 -aes-256-cbc -pass pass:password -out ""C:\Program Files\SplunkUniversalForwarder\etc\auth\server_dpkey.pem"" -config ""C:\Program Files\SplunkUniversalForwarder\share\openssl3\openssl.cnf""","C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"
"2026-05-18T13:47:59.502+0400","C:\Program Files\SplunkUniversalForwarder\bin\openssl.exe","""C:\Program Files\SplunkUniversalForwarder\bin\openssl"" x509 -req -in dp_careq.pem -passin pass:password -sha256 -extensions v3_ca -signkey dp_cakey.pem -out dp_cacert.pem -days 1095 -extfile ""C:\Program Files\SplunkUniversalForwarder\share\openssl3\openssl.cnf.san""","C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"
"2026-05-18T13:47:59.409+0400","C:\Program Files\SplunkUniversalForwarder\bin\openssl.exe","""C:\Program Files\SplunkUniversalForwarder\bin\openssl"" req -new -key dp_cakey.pem -passin pass:password -sha256 -out dp_careq.pem -subj /commonName=localhost/organizationName=SplunkUser/ -config ""C:\Program Files\SplunkUniversalForwarder\share\openssl3\openssl.cnf""","C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"
"2026-05-18T13:47:58.928+0400","C:\Program Files\SplunkUniversalForwarder\bin\openssl.exe","""C:\Program Files\SplunkUniversalForwarder\bin\openssl"" genpkey -algorithm RSA -pkeyopt rsa_keygen_bits:2048 -aes-256-cbc -pass pass:password -out dp_cakey.pem -config ""C:\Program Files\SplunkUniversalForwarder\share\openssl3\openssl.cnf""","C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"
"2026-05-18T13:47:58.869+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk"" createssl server-cert-dp -n ""C:\Program Files\SplunkUniversalForwarder\etc\auth\server_dp"" -d ""C:\Program Files\SplunkUniversalForwarder\etc\auth""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T13:47:58.743+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","""C:\Program Files\SplunkUniversalForwarder\bin\SplunkD.EXE"" generate-ssl-dp","C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"
"2026-05-18T13:47:58.604+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","""C:\Program Files\SplunkUniversalForwarder\bin\SplunkD.EXE"" generate-ssl","C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"
"2026-05-18T13:47:58.567+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe""  _internal pre-flight-checks --answer-yes --no-prompt","C:\Windows\System32\cmd.exe"
"2026-05-18T13:47:58.547+0400","C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c ""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"" _internal pre-flight-checks --answer-yes --no-prompt 2>&1","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T13:47:58.311+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","""C:\Program Files\SplunkUniversalForwarder\bin\SplunkD.EXE"" btool server list sslConfig --no-log","C:\Program Files\SplunkUniversalForwarder\bin\btool.exe"
"2026-05-18T13:47:58.290+0400","C:\Program Files\SplunkUniversalForwarder\bin\btool.exe","btool  server list sslConfig --no-log","C:\Windows\System32\cmd.exe"
"2026-05-18T13:47:58.277+0400","C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c btool server list sslConfig --no-log","C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"
"2026-05-18T13:47:58.133+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","""C:\Program Files\SplunkUniversalForwarder\bin\SplunkD.EXE"" btool server list watchdog --no-log","C:\Program Files\SplunkUniversalForwarder\bin\btool.exe"
"2026-05-18T13:47:58.115+0400","C:\Program Files\SplunkUniversalForwarder\bin\btool.exe","btool  server list watchdog --no-log","C:\Windows\System32\cmd.exe"
"2026-05-18T13:47:58.097+0400","C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c btool server list watchdog --no-log","C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"
"2026-05-18T13:47:57.937+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","""C:\Program Files\SplunkUniversalForwarder\bin\SplunkD.EXE"" btool server list kvstore --no-log","C:\Program Files\SplunkUniversalForwarder\bin\btool.exe"
"2026-05-18T13:47:57.909+0400","C:\Program Files\SplunkUniversalForwarder\bin\btool.exe","btool  server list kvstore --no-log","C:\Windows\System32\cmd.exe"
"2026-05-18T13:47:57.890+0400","C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c btool server list kvstore --no-log","C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"
"2026-05-18T13:47:57.700+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","""C:\Program Files\SplunkUniversalForwarder\bin\SplunkD.EXE"" btool server list general --no-log","C:\Program Files\SplunkUniversalForwarder\bin\btool.exe"
"2026-05-18T13:47:57.680+0400","C:\Program Files\SplunkUniversalForwarder\bin\btool.exe","btool  server list general --no-log","C:\Windows\System32\cmd.exe"
"2026-05-18T13:47:57.657+0400","C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c btool server list general --no-log","C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"
"2026-05-18T13:47:57.457+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","""C:\Program Files\SplunkUniversalForwarder\bin\SplunkD.EXE"" btool web list settings --no-log","C:\Program Files\SplunkUniversalForwarder\bin\btool.exe"
"2026-05-18T13:47:57.427+0400","C:\Program Files\SplunkUniversalForwarder\bin\btool.exe","btool  web list settings --no-log","C:\Windows\System32\cmd.exe"
"2026-05-18T13:47:57.398+0400","C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c btool web list settings --no-log","C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"
"2026-05-18T13:47:57.362+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe""  _internal_extra_splunkd_service_args","C:\Windows\System32\cmd.exe"
"2026-05-18T13:47:57.349+0400","C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c ""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"" _internal_extra_splunkd_service_args","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T13:47:57.231+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe""  _RAW_envvars","C:\Windows\System32\cmd.exe"
"2026-05-18T13:47:57.147+0400","C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c ""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"" _RAW_envvars","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T13:47:57.010+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"" service","C:\Windows\System32\services.exe"
"2026-05-18T13:47:56.978+0400","C:\Windows\System32\net1.exe","C:\Windows\system32\net1  start SplunkForwarder","C:\Windows\System32\net.exe"
"2026-05-18T13:47:56.942+0400","C:\Windows\System32\net.exe","net  start SplunkForwarder","C:\Windows\System32\cmd.exe"
"2026-05-18T13:47:51.586+0400","C:\Windows\System32\net1.exe","C:\Windows\system32\net1  stop SplunkForwarder","C:\Windows\System32\net.exe"
"2026-05-18T13:47:51.543+0400","C:\Windows\System32\net.exe","net  stop SplunkForwarder","C:\Windows\System32\cmd.exe"
"2026-05-18T13:47:17.462+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T13:47:16.710+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T13:47:15.984+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T13:47:15.758+0400","C:\Windows\System32\svchost.exe","C:\Windows\System32\svchost.exe -k CameraMonitor","C:\Windows\System32\services.exe"
"2026-05-18T13:47:15.328+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T13:47:14.567+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T13:47:14.012+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T13:44:25.088+0400","C:\Windows\System32\taskhostw.exe","taskhostw.exe","C:\Windows\System32\svchost.exe"
"2026-05-18T13:40:51.072+0400","C:\Windows\System32\taskhostw.exe","taskhostw.exe","C:\Windows\System32\svchost.exe"
"2026-05-18T13:39:32.014+0400","C:\Windows\System32\svchost.exe","C:\Windows\system32\svchost.exe -k GPSvcGroup","C:\Windows\System32\services.exe"
"2026-05-18T13:39:22.940+0400","C:\Windows\System32\Defrag.exe","""C:\Windows\system32\defrag.exe"" -p 7ac -s 0000000000000404 -b -OnlyPreferred C:","C:\Windows\System32\svchost.exe"
"2026-05-18T13:39:21.499+0400","C:\Windows\System32\taskhostw.exe","taskhostw.exe","C:\Windows\System32\svchost.exe"
"2026-05-18T13:39:21.436+0400","C:\Windows\UUS\amd64\MoUsoCoreWorker.exe","""C:\Windows\uus\AMD64\MoUsoCoreWorker.exe"" useprivatenamespaces","C:\Windows\System32\svchost.exe"
"2026-05-18T13:34:57.503+0400","C:\Windows\System32\svchost.exe","C:\Windows\System32\svchost.exe -k CameraMonitor","C:\Windows\System32\services.exe"
"2026-05-18T13:31:59.675+0400","C:\Windows\System32\Defrag.exe","""C:\Windows\system32\defrag.exe"" -p 7ac -s 00000000000002C0 -b -OnlyPreferred C:","C:\Windows\System32\svchost.exe"
"2026-05-18T13:31:59.413+0400","C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngentask.exe","""C:\Windows\Microsoft.NET\Framework\v4.0.30319\NGenTask.exe"" /RuntimeWide /Critical /StopEvent:540","C:\Windows\System32\taskhostw.exe"
"2026-05-18T13:31:59.396+0400","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngentask.exe","""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\NGenTask.exe"" /RuntimeWide /Critical /StopEvent:484","C:\Windows\System32\taskhostw.exe"
"2026-05-18T13:31:57.822+0400","C:\Windows\System32\taskhostw.exe","taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E}","C:\Windows\System32\svchost.exe"
"2026-05-18T13:31:57.679+0400","C:\Windows\UUS\amd64\MoUsoCoreWorker.exe","""C:\Windows\uus\AMD64\MoUsoCoreWorker.exe"" useprivatenamespaces","C:\Windows\System32\svchost.exe"
"2026-05-18T13:30:15.704+0400","C:\Windows\System32\taskhostw.exe","taskhostw.exe","C:\Windows\System32\svchost.exe"
"2026-05-18T13:27:37.875+0400","C:\Windows\System32\sc.exe","sc  query SplunkForwarder","C:\Windows\System32\cmd.exe"
"2026-05-18T13:26:55.715+0400","C:\Windows\System32\cmd.exe","""C:\Windows\system32\cmd.exe""","C:\Windows\explorer.exe"
"2026-05-18T13:26:54.629+0400","C:\Windows\System32\ctfmon.exe","/QuitInfo:0000000000000234;0000000000000220;","C:\Windows\System32\svchost.exe"
"2026-05-18T13:26:54.083+0400","C:\Windows\System32\consent.exe","consent.exe 5372 424 00000215971334C0","C:\Windows\System32\svchost.exe"
"2026-05-18T13:26:25.544+0400","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.70\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.70\msedgewebview2.exe"" --type=gpu-process --disable-gpu-sandbox --use-gl=disabled --gpu-vendor-id=5140 --gpu-device-id=140 --gpu-sub-system-id=0 --gpu-revision=0 --gpu-driver-version=10.0.26100.5074 --noerrdialogs --user-data-dir=""C:\Users\victim-user\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=Widgets.exe --webview-exe-version=424.1301.2770.0 --embedded-browser-webview=1 --gpu-preferences=SAAAAAAAAADoAAAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAEIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --ram-no-pressure-read-main-dll --metrics-shmem-handle=4132,i,18422763140612712974,9967512904809307744,262144 --field-trial-handle=1868,i,11999990364885040609,13007545235954557163,262144 --enable-features=UseBackgroundNativeThreadPool,UseNativeThreadPool,msWebView2TreatAppSuspendAsDeviceSuspend --variations-seed-version --pseudonymization-salt-handle=1872,i,4561177338618324230,286496223773912558,4 --trace-process-track-uuid=3190708991934122588 --mojo-platform-channel-handle=4820 /prefetch:10 /pfhostedapp:5ac3e0a2cced47e9201ecfb9994c6a4ec019bcc1","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.70\msedgewebview2.exe"
"2026-05-18T13:26:02.979+0400","C:\Windows\System32\sc.exe","sc  query SplunkForwarder","C:\Windows\System32\cmd.exe"
"2026-05-18T13:25:59.652+0400","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.18.10301.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe","""C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.18.10301.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe"" -Embedding","C:\Windows\System32\svchost.exe"
"2026-05-18T13:25:59.487+0400","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.18.10301.0_x64__8wekyb3d8bbwe\OpenConsole.exe","""C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.18.10301.0_x64__8wekyb3d8bbwe\OpenConsole.exe"" -Embedding","C:\Windows\System32\svchost.exe"
"2026-05-18T13:25:59.389+0400","C:\Windows\System32\cmd.exe","""C:\Windows\system32\cmd.exe""","C:\Windows\explorer.exe"
"2026-05-18T13:25:56.011+0400","C:\Windows\System32\svchost.exe","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s DisplayEnhancementService","C:\Windows\System32\services.exe"
"2026-05-18T13:25:55.911+0400","C:\Windows\System32\svchost.exe","C:\Windows\System32\svchost.exe -k CameraMonitor","C:\Windows\System32\services.exe"
"2026-05-18T13:25:38.694+0400","C:\Windows\System32\taskhostw.exe","taskhostw.exe","C:\Windows\System32\svchost.exe"
"2026-05-18T13:24:34.468+0400","C:\Windows\System32\wermgr.exe","""C:\Windows\system32\wermgr.exe"" -upload","C:\Windows\System32\svchost.exe"
"2026-05-18T13:24:31.087+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T13:24:30.300+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
"2026-05-18T13:24:28.486+0400","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe""","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"
